time,value
00:22:55,78
00:23:00,77
00:23:05,77
00:23:10,79
00:23:15,78
00:23:20,78
00:23:30,77
00:23:40,76
00:23:45,74
00:24:00,75
00:24:05,75
00:24:20,77
00:24:35,77
00:24:40,77
00:24:45,78
00:24:50,77
00:25:00,78
00:25:05,78
00:25:10,79
00:25:20,79
00:25:30,80
00:25:35,81
00:25:40,80
00:25:50,78
00:25:55,75
00:26:10,76
00:26:15,77
00:26:20,76
00:26:25,77
00:26:30,77
00:26:35,76
00:26:40,77
00:26:50,76
00:27:00,74
00:27:05,73
00:27:20,74
00:27:35,75
00:27:40,74
00:27:45,75
00:27:50,77
00:27:55,74
00:28:00,72
00:28:05,73
00:28:10,74
00:28:25,74
00:28:35,76
00:28:40,78
00:28:45,80
00:28:50,81
00:28:55,80
00:29:00,81
00:29:15,81
00:29:30,83
00:29:35,84
00:29:45,86
00:29:55,88
00:30:00,85
00:30:05,86
00:30:10,84
00:30:15,83
00:30:25,82
00:30:30,80
00:30:35,80
00:30:50,79
00:30:55,78
00:31:05,80
00:31:10,81
00:31:20,79
00:31:25,77
00:31:40,77
00:31:45,78
00:31:50,79
00:32:00,79
00:32:05,80
00:32:10,79
00:32:15,80
00:32:20,81
00:32:30,82
00:32:45,82
00:32:50,81
00:33:05,82
00:33:10,82
00:33:25,81
00:33:30,81
00:33:35,79
00:33:40,78
00:33:50,79
00:34:00,80
00:34:05,81
00:34:15,82
00:34:30,82
00:34:35,82
00:34:40,82
00:34:50,82
00:34:55,81
00:35:00,82
00:35:15,81
00:35:20,81
00:35:25,80
00:35:35,81
00:35:40,81
00:35:50,82
00:35:55,83
00:36:00,85
00:36:05,87
00:36:15,85
00:36:20,86
00:36:25,85
00:36:30,83
00:36:45,84
00:36:50,85
00:36:55,86
00:37:05,87
00:37:15,86
00:37:20,83
00:37:30,84
00:37:40,81
00:37:45,80
00:37:50,78
00:37:55,80
00:38:00,79
00:38:15,79
00:38:25,80
00:38:30,81
00:38:40,82
00:38:55,82
00:39:00,83
00:39:05,83
00:39:10,84
00:39:20,85
00:39:25,84
00:39:30,83
00:39:45,83
00:39:50,83
00:39:55,84
00:40:10,84
00:40:15,85
00:40:20,84
00:40:25,84
00:40:30,83
00:40:40,82
00:40:45,81
00:40:50,83
00:41:00,84
00:41:10,83
00:41:20,83
00:41:25,84
00:41:30,87
00:41:35,88
00:41:45,87
00:41:50,84
00:42:00,83
00:42:15,85
00:42:20,86
00:42:25,84
00:42:35,83
00:42:45,80
00:42:50,81
00:42:55,82
00:43:05,85
00:43:10,81
00:43:15,81
00:43:20,80
00:43:25,82
00:43:30,84
00:43:35,82
00:43:40,81
00:43:50,83
00:43:55,85
00:44:00,86
00:44:05,85
00:44:15,87
00:44:20,89
00:44:25,87
00:44:30,86
00:44:35,82
00:44:40,83
00:44:50,80
00:44:55,83
00:45:00,82
00:45:05,82
00:45:10,81
00:45:15,79
00:45:20,80
00:45:25,80
00:45:30,81
00:45:40,84
00:45:45,85
00:45:50,87
00:45:55,90
00:46:00,89
00:46:05,88
00:46:10,88
00:46:15,87
00:46:20,84
00:46:25,82
00:46:30,78
00:46:40,77
00:46:50,77
00:46:55,76
00:47:00,76
00:47:05,76
00:47:10,75
00:47:15,77
00:47:20,76
00:47:25,77
00:47:35,78
00:47:45,79
00:47:50,80
00:47:55,81
00:48:00,82
00:48:05,82
00:48:10,81
00:48:15,80
00:48:30,81
00:48:40,82
00:48:55,82
00:49:00,82
00:49:05,82
00:49:10,82
00:49:20,80
00:49:25,79
00:49:30,78
00:49:40,77
00:49:50,77
00:49:55,78
00:50:05,79
00:50:15,83
00:50:20,85
00:50:30,84
00:50:35,83
00:50:40,82
00:50:45,81
00:50:55,80
00:51:10,81
00:51:15,80
00:51:25,81
00:51:30,80
00:51:35,78
00:51:40,77
00:51:55,78
00:52:05,79
00:52:15,78
00:52:30,78
00:52:45,78
00:52:50,78
00:53:00,79
00:53:05,78
00:53:10,80
00:53:15,79
00:53:25,78
00:53:30,79
00:53:40,79
00:53:45,80
00:53:50,83
00:53:55,85
00:54:10,82
00:54:15,81
00:54:20,80
00:54:25,79
00:54:30,77
00:54:40,77
00:54:45,78
00:54:55,79
00:55:00,80
00:55:05,80
00:55:10,81
00:55:15,80
00:55:30,81
00:55:35,82
00:55:45,82
00:55:50,81
00:55:55,80
00:56:00,84
00:56:05,89
00:56:10,88
00:56:15,89
00:56:20,92
00:56:25,89
00:56:30,87
00:56:40,88
00:56:50,84
00:56:55,80
00:57:00,79
00:57:05,78
00:57:10,79
00:57:15,79
00:57:20,80
00:57:25,84
00:57:30,87
00:57:35,90
00:57:40,91
00:57:45,89
00:57:50,87
00:57:55,85
00:58:00,79
00:58:10,79
00:58:15,79
00:58:20,80
00:58:25,80
00:58:30,81
00:58:40,81
00:58:45,82
00:58:50,82
00:59:00,82
00:59:10,82
00:59:15,82
00:59:20,81
00:59:25,81
00:59:30,82
00:59:35,83
00:59:40,85
00:59:45,87
00:59:50,85
00:59:55,84
01:00:00,83
01:00:05,82
01:00:10,82
01:00:25,82
01:00:35,83
01:00:40,84
01:00:50,84
01:01:05,84
01:01:10,82
01:01:15,83
01:01:20,82
01:01:25,83
01:01:30,83
01:01:35,82
01:01:45,82
01:01:50,82
01:02:00,82
01:02:05,83
01:02:10,84
01:02:25,84
01:02:30,82
01:02:35,83
01:02:40,82
01:02:50,81
01:02:55,82
01:03:10,82
01:03:20,83
01:03:25,86
01:03:30,88
01:03:35,90
01:03:50,85
01:03:55,84
01:04:00,79
01:04:05,75
01:04:10,75
01:04:15,75
01:04:25,74
01:04:30,74
01:04:35,74
01:04:45,75
01:04:50,76
01:04:55,77
01:05:10,77
01:05:15,78
01:05:30,79
01:05:35,79
01:05:40,80
01:05:50,84
01:05:55,84
01:06:00,82
01:06:05,84
01:06:10,82
01:06:15,81
01:06:20,80
01:06:25,79
01:06:30,78
01:06:40,78
01:06:45,79
01:06:50,81
01:06:55,83
01:07:00,85
01:07:05,87
01:07:10,89
01:07:20,90
01:07:25,89
01:07:30,87
01:07:35,85
01:07:40,83
01:07:45,82
01:07:50,81
01:07:55,81
01:08:00,80
01:08:05,79
01:08:10,78
01:08:20,79
01:08:35,80
01:08:40,81
01:08:50,80
01:08:55,81
01:09:00,81
01:09:10,84
01:09:15,87
01:09:20,88
01:09:25,84
01:09:30,82
01:09:35,81
01:09:40,80
01:09:45,81
01:10:00,81
01:10:15,80
01:10:20,80
01:10:25,79
01:10:30,80
01:10:35,81
01:10:40,80
01:10:55,80
01:11:05,81
01:11:15,82
01:11:25,81
01:11:35,80
01:11:40,81
01:11:45,83
01:11:50,84
01:11:55,83
01:12:00,82
01:12:05,80
01:12:20,80
01:12:25,79
01:12:30,78
01:12:35,81
01:12:40,83
01:12:45,82
01:12:50,83
01:13:00,82
01:13:05,83
01:13:10,79
01:13:15,78
01:13:20,73
01:13:25,72
01:13:30,78
01:13:35,77
01:13:40,79
01:13:45,78
01:13:55,79
01:14:00,80
01:14:10,80
01:14:15,81
01:14:20,81
01:14:35,82
01:14:45,81
01:14:50,80
01:14:55,80
01:15:05,81
01:15:20,81
01:15:30,83
01:15:35,84
01:15:40,85
01:15:45,84
01:15:50,85
01:15:55,83
01:16:00,85
01:16:05,86
01:16:15,83
01:16:20,78
01:16:25,74
01:16:35,75
01:16:40,76
01:16:45,76
01:16:50,78
01:17:00,77
01:17:15,78
01:17:30,78
01:17:35,79
01:17:45,80
01:17:50,79
01:17:55,78
01:18:05,79
01:18:15,80
01:18:20,81
01:18:30,80
01:18:35,79
01:18:50,79
01:19:05,79
01:19:15,78
01:19:20,79
01:19:25,78
01:19:30,79
01:19:35,79
01:19:40,82
01:19:50,83
01:20:00,81
01:20:05,80
01:20:10,79
01:20:15,79
01:20:20,80
01:20:25,81
01:20:35,80
01:20:40,81
01:20:50,82
01:20:55,82
01:21:00,83
01:21:10,83
01:21:15,81
01:21:30,81
01:21:35,80
01:21:45,79
01:21:55,79
01:22:00,80
01:22:05,81
01:22:20,81
01:22:25,82
01:22:40,83
01:22:50,82
01:23:00,83
01:23:10,84
01:23:20,82
01:23:30,83
01:23:40,81
01:23:50,80
01:24:00,83
01:24:05,84
01:24:10,87
01:24:15,88
01:24:25,90
01:24:40,89
01:24:45,90
01:24:50,89
01:24:55,90
01:25:00,95
01:25:05,96
01:25:10,93
01:25:20,91
01:25:25,90
01:25:30,85
01:25:40,88
01:25:45,93
01:25:50,94
01:25:55,97
01:26:00,100
01:26:05,101
01:26:10,103
01:26:15,99
01:26:20,101
01:26:25,94
01:26:30,88
01:26:35,79
01:26:40,78
01:26:50,80
01:26:55,83
01:27:00,84
01:27:05,85
01:27:10,86
01:27:15,87
01:27:25,88
01:27:30,83
01:27:35,80
01:27:40,76
01:27:45,76
01:28:00,76
01:28:10,78
01:28:20,79
01:28:30,76
01:28:35,74
01:28:40,75
01:28:50,79
01:28:55,80
01:29:00,81
01:29:05,81
01:29:15,81
01:29:20,82
01:29:25,82
01:29:30,78
01:29:35,78
01:29:41,78
01:29:46,79
01:29:51,81
01:29:56,82
01:30:01,83
01:30:11,82
01:30:26,83
01:30:31,83
01:30:41,85
01:30:46,86
01:30:56,87
01:31:01,89
01:31:06,92
01:31:11,94
01:31:16,92
01:31:26,96
01:31:41,97
01:31:46,99
01:31:51,96
01:31:56,92
01:32:01,92
01:32:06,93
01:32:21,94
01:32:26,95
01:32:31,97
01:32:36,103
01:32:41,107
01:32:46,108
01:32:51,113
01:32:56,112
01:33:01,109
01:33:06,97
01:33:11,94
01:33:21,99
01:33:26,105
01:33:31,102
01:33:36,105
01:33:51,105
01:33:56,103
01:34:01,99
01:34:06,95
01:34:11,94
01:34:16,92
01:34:21,90
01:34:26,87
01:34:31,86
01:34:36,85
01:34:41,84
01:34:46,83
01:34:51,83
01:34:56,85
01:35:01,88
01:35:06,92
01:35:11,94
01:35:21,95
01:35:26,93
01:35:31,89
01:35:36,87
01:35:46,88
01:35:51,87
01:35:56,86
01:36:06,85
01:36:16,85
01:36:31,85
01:36:46,87
01:36:51,86
01:36:56,87
01:37:01,88
01:37:06,87
01:37:11,88
01:37:21,88
01:37:31,90
01:37:36,89
01:37:41,87
01:37:46,85
01:38:01,87
01:38:06,88
01:38:16,87
01:38:26,86
01:38:31,87
01:38:36,87
01:38:46,86
01:39:01,87
01:39:11,88
01:39:26,88
01:39:36,89
01:39:51,89
01:40:01,88
01:40:06,87
01:40:11,86
01:40:16,87
01:40:31,87
01:40:36,88
01:40:51,89
01:41:06,89
01:41:21,89
01:41:26,88
01:41:41,88
01:41:46,89
01:41:56,90
01:42:06,89
01:42:11,88
01:42:26,89
01:42:36,89
01:42:51,90
01:42:56,89
01:43:01,87
01:43:06,87
01:43:16,88
01:43:31,89
01:43:36,88
01:43:46,87
01:43:56,86
01:44:06,87
01:44:21,87
01:44:36,87
01:44:46,86
01:45:01,86
01:45:06,87
01:45:16,88
01:45:26,89
01:45:31,89
01:45:36,88
01:45:41,87
01:45:56,86
01:46:01,88
01:46:16,88
01:46:26,87
01:46:41,88
01:46:56,88
01:47:06,89
01:47:21,89
01:47:26,89
01:47:31,88
01:47:36,87
01:47:41,86
01:47:51,85
01:47:56,86
01:48:06,87
01:48:11,86
01:48:16,87
01:48:21,86
01:48:26,86
01:48:31,85
01:48:46,86
01:49:01,87
01:49:06,88
01:49:11,87
01:49:21,85
01:49:36,86
01:49:46,86
01:49:51,87
01:50:01,87
01:50:11,86
01:50:26,85
01:50:41,85
01:50:46,85
01:50:51,87
01:50:56,90
01:51:01,93
01:51:06,95
01:51:11,96
01:51:16,98
01:51:21,96
01:51:26,98
01:51:31,96
01:51:36,97
01:51:41,96
01:51:51,94
01:52:01,95
01:52:11,96
01:52:16,97
01:52:21,95
01:52:26,94
01:52:31,95
01:52:41,94
01:52:46,95
01:52:51,96
01:52:56,92
01:53:01,91
01:53:06,92
01:53:11,94
01:53:16,98
01:53:21,97
01:53:36,96
01:53:46,98
01:53:56,97
01:54:01,95
01:54:06,95
01:54:11,94
01:54:16,98
01:54:26,97
01:54:31,96
01:54:36,98
01:54:41,97
01:54:46,100
01:54:51,103
01:55:01,106
01:55:06,105
01:55:11,103
01:55:16,106
01:55:21,110
01:55:26,108
01:55:31,105
01:55:36,109
01:55:41,113
01:55:46,114
01:55:51,112
01:55:56,106
01:56:01,102
01:56:06,101
01:56:11,100
01:56:16,95
01:56:21,94
01:56:36,95
01:56:41,96
01:56:46,97
01:56:51,95
01:56:56,94
01:57:01,93
01:57:06,93
01:57:16,92
01:57:21,92
01:57:26,93
01:57:31,93
01:57:36,95
01:57:46,94
01:57:51,92
01:57:56,91
01:58:01,90
01:58:06,90
01:58:11,88
01:58:16,86
01:58:21,88
01:58:26,90
01:58:31,92
01:58:36,93
01:58:46,92
01:58:51,93
01:58:56,91
01:59:01,90
01:59:06,91
01:59:11,91
01:59:21,93
01:59:31,95
01:59:36,96
01:59:41,97
01:59:46,96
01:59:51,93
02:00:06,95
02:00:11,96
02:00:16,95
02:00:21,92
02:00:26,91
02:00:41,90
02:00:46,89
02:00:51,90
02:01:06,90
02:01:21,90
02:01:26,91
02:01:31,93
02:01:36,94
02:01:41,96
02:01:51,94
02:01:56,93
02:02:06,93
02:02:11,94
02:02:16,95
02:02:31,92
02:02:36,90
02:02:41,89
02:02:46,88
02:02:51,89
02:03:01,88
02:03:06,87
02:03:11,86
02:03:21,86
02:03:26,85
02:03:31,86
02:03:41,85
02:03:56,86
02:04:01,87
02:04:06,90
02:04:11,89
02:04:16,88
02:04:21,87
02:04:26,86
02:04:31,85
02:04:36,84
02:04:41,83
02:04:51,82
02:05:06,82
02:05:11,81
02:05:16,82
02:05:31,83
02:05:36,84
02:05:41,84
02:05:51,85
02:06:01,86
02:06:16,87
02:06:31,88
02:06:41,87
02:06:56,87
02:07:06,88
02:07:16,87
02:07:21,85
02:07:36,85
02:07:51,86
02:07:56,85
02:08:01,86
02:08:11,87
02:08:16,87
02:08:26,88
02:08:31,90
02:08:36,94
02:08:41,92
02:08:46,88
02:08:51,85
02:08:56,84
02:09:11,84
02:09:26,85
02:09:31,85
02:09:41,87
02:09:46,87
02:09:56,86
02:10:01,85
02:10:06,84
02:10:16,85
02:10:21,86
02:10:26,83
02:10:31,84
02:10:36,85
02:10:51,84
02:11:06,85
02:11:11,85
02:11:16,87
02:11:21,88
02:11:26,84
02:11:36,82
02:11:46,83
02:11:51,84
02:12:06,84
02:12:11,84
02:12:21,85
02:12:26,85
02:12:31,86
02:12:41,85
02:12:46,84
02:12:56,83
02:13:01,84
02:13:06,84
02:13:11,85
02:13:16,86
02:13:21,87
02:13:26,86
02:13:31,87
02:13:36,86
02:13:41,87
02:13:46,86
02:13:56,85
02:14:01,86
02:14:06,85
02:14:11,84
02:14:16,83
02:14:21,84
02:14:31,87
02:14:36,96
02:14:41,99
02:14:46,99
02:14:51,94
02:14:56,88
02:15:01,83
02:15:06,79
02:15:11,81
02:15:26,81
02:15:36,82
02:15:41,84
02:15:51,85
02:15:56,85
02:16:01,86
02:16:06,84
02:16:11,83
02:16:16,85
02:16:21,81
02:16:31,78
02:16:36,77
02:16:41,80
02:16:46,82
02:16:51,84
02:17:06,84
02:17:21,83
02:17:31,82
02:17:36,83
02:17:46,86
02:17:51,87
02:17:56,91
02:18:01,96
02:18:06,98
02:18:11,94
02:18:16,91
02:18:21,86
02:18:26,78
02:18:31,71
02:18:36,71
02:18:41,72
02:18:46,73
02:18:51,74
02:18:56,75
02:19:01,76
02:19:16,76
02:19:21,77
02:19:26,78
02:19:31,79
02:19:41,78
02:19:51,77
02:19:56,78
02:20:11,77
02:20:16,76
02:20:21,77
02:20:26,76
02:20:36,77
02:20:51,77
02:21:06,77
02:21:21,78
02:21:36,78
02:21:46,77
02:21:56,76
02:22:11,76
02:22:16,77
02:22:31,77
02:22:36,77
02:22:46,76
02:22:51,75
02:23:01,76
02:23:06,77
02:23:21,77
02:23:36,74
02:23:41,73
02:23:56,74
02:24:01,75
02:24:16,75
02:24:21,74
02:24:31,73
02:24:36,72
02:24:41,73
02:24:51,74
02:24:56,76
02:25:11,75
02:25:16,73
02:25:26,72
02:25:36,71
02:25:41,72
02:25:46,73
02:25:51,74
02:26:06,74
02:26:11,73
02:26:16,72
02:26:21,71
02:26:31,73
02:26:41,74
02:26:46,75
02:27:01,74
02:27:11,74
02:27:16,73
02:27:21,69
02:27:26,67
02:27:36,68
02:27:41,69
02:27:46,70
02:27:51,72
02:27:56,74
02:28:01,73
02:28:11,75
02:28:16,74
02:28:31,74
02:28:36,73
02:28:41,72
02:28:46,71
02:29:01,72
02:29:16,73
02:29:31,73
02:29:46,73
02:30:01,73
02:30:06,74
02:30:11,75
02:30:16,74
02:30:21,69
02:30:26,68
02:30:36,69
02:30:51,69
02:30:56,70
02:31:01,71
02:31:06,72
02:31:21,73
02:31:26,74
02:31:31,73
02:31:46,72
02:31:56,73
02:32:01,74
02:32:06,75
02:32:11,74
02:32:16,72
02:32:21,71
02:32:31,72
02:32:36,73
02:32:51,73
02:32:56,74
02:33:01,75
02:33:16,74
02:33:31,75
02:33:36,74
02:33:41,73
02:33:51,72
02:34:06,72
02:34:21,73
02:34:26,72
02:34:36,74
02:34:46,73
02:35:01,72
02:35:06,71
02:35:16,73
02:35:21,75
02:35:36,75
02:35:41,74
02:35:46,72
02:36:01,72
02:36:06,73
02:36:11,74
02:36:16,75
02:36:21,74
02:36:26,73
02:36:31,72
02:36:36,71
02:36:51,71
02:36:56,74
02:37:06,73
02:37:21,73
02:37:23,72
02:37:38,72
02:37:43,73
02:37:48,74
02:37:53,73
02:37:58,72
02:38:08,73
02:38:13,74
02:38:18,75
02:38:23,75
02:38:28,71
02:38:33,68
02:38:43,67
02:38:53,68
02:38:58,69
02:39:03,70
02:39:13,68
02:39:18,67
02:39:28,68
02:39:38,69
02:39:53,69
02:39:58,68
02:40:13,69
02:40:18,70
02:40:23,71
02:40:28,72
02:40:33,73
02:40:38,73
02:40:48,72
02:40:53,71
02:40:58,70
02:41:08,71
02:41:13,72
02:41:23,74
02:41:33,73
02:41:38,72
02:41:43,71
02:41:48,72
02:41:53,73
02:41:58,72
02:42:03,70
02:42:08,71
02:42:13,73
02:42:18,74
02:42:33,73
02:42:43,74
02:42:58,73
02:43:08,72
02:43:13,71
02:43:18,70
02:43:28,72
02:43:38,70
02:43:48,71
02:43:53,70
02:43:58,68
02:44:13,68
02:44:23,69
02:44:28,71
02:44:33,72
02:44:43,73
02:44:53,74
02:44:58,72
02:45:13,72
02:45:18,73
02:45:23,74
02:45:33,73
02:45:48,73
02:46:03,73
02:46:08,74
02:46:18,73
02:46:33,73
02:46:38,74
02:46:53,73
02:47:08,73
02:47:23,73
02:47:33,72
02:47:48,72
02:47:53,71
02:48:03,72
02:48:18,72
02:48:23,73
02:48:28,74
02:48:33,75
02:48:43,74
02:48:48,73
02:48:53,72
02:49:08,70
02:49:13,69
02:49:18,70
02:49:23,71
02:49:28,72
02:49:43,72
02:49:48,70
02:49:53,68
02:49:58,69
02:50:03,70
02:50:08,71
02:50:18,72
02:50:28,73
02:50:33,74
02:50:38,73
02:50:48,72
02:50:58,73
02:51:13,73
02:51:18,74
02:51:23,75
02:51:28,77
02:51:33,79
02:51:38,74
02:51:43,68
02:51:48,66
02:52:03,68
02:52:08,69
02:52:13,70
02:52:28,69
02:52:33,70
02:52:48,71
02:52:53,72
02:52:58,74
02:53:08,72
02:53:23,71
02:53:28,70
02:53:38,71
02:53:43,72
02:53:48,72
02:53:53,71
02:54:08,70
02:54:23,69
02:54:28,68
02:54:33,68
02:54:38,69
02:54:43,71
02:54:48,70
02:54:53,68
02:55:03,67
02:55:08,68
02:55:13,71
02:55:18,72
02:55:23,71
02:55:28,70
02:55:33,71
02:55:43,72
02:55:48,73
02:55:53,72
02:56:03,73
02:56:08,74
02:56:13,75
02:56:23,74
02:56:28,73
02:56:33,71
02:56:43,72
02:56:48,73
02:56:53,75
02:57:03,73
02:57:18,73
02:57:23,74
02:57:33,73
02:57:48,74
02:57:53,75
02:57:58,74
02:58:03,73
02:58:13,72
02:58:18,72
02:58:23,73
02:58:38,72
02:58:48,73
02:58:53,72
02:59:03,69
02:59:08,68
02:59:13,68
02:59:18,70
02:59:23,71
02:59:28,72
02:59:43,72
02:59:53,71
02:59:58,70
03:00:03,71
03:00:18,73
03:00:23,72
03:00:38,72
03:00:48,73
03:00:53,74
03:00:58,75
03:01:08,74
03:01:13,72
03:01:18,69
03:01:23,68
03:01:33,71
03:01:38,70
03:01:43,68
03:01:53,70
03:01:58,71
03:02:03,70
03:02:08,69
03:02:13,68
03:02:18,67
03:02:23,68
03:02:28,71
03:02:33,70
03:02:38,71
03:02:48,73
03:02:53,72
03:03:03,73
03:03:08,71
03:03:23,71
03:03:28,71
03:03:38,71
03:03:43,71
03:03:53,72
03:03:58,72
03:04:03,71
03:04:08,72
03:04:13,71
03:04:18,73
03:04:23,72
03:04:28,72
03:04:33,72
03:04:38,73
03:04:43,72
03:04:48,70
03:04:53,72
03:04:58,71
03:05:03,70
03:05:08,71
03:05:13,73
03:05:18,75
03:05:23,76
03:05:28,76
03:05:33,75
03:05:38,73
03:05:43,70
03:05:48,71
03:05:58,71
03:06:03,72
03:06:08,73
03:06:13,72
03:06:23,72
03:06:28,71
03:06:33,71
03:06:38,72
03:06:43,69
03:06:48,67
03:06:53,72
03:06:58,74
03:07:03,73
03:07:13,72
03:07:18,71
03:07:23,72
03:07:28,74
03:07:33,73
03:07:38,72
03:07:43,71
03:07:48,71
03:07:53,73
03:07:58,75
03:08:03,75
03:08:08,75
03:08:13,75
03:08:18,76
03:08:23,75
03:08:33,77
03:08:43,76
03:08:48,76
03:08:53,77
03:08:58,75
03:09:03,74
03:09:08,75
03:09:13,76
03:09:18,78
03:09:33,77
03:09:38,75
03:09:43,72
03:09:53,71
03:09:58,73
03:10:03,75
03:10:08,76
03:10:18,76
03:10:23,77
03:10:38,77
03:10:43,75
03:10:48,74
03:10:58,75
03:11:03,76
03:11:08,76
03:11:18,77
03:11:33,78
03:11:38,79
03:11:43,80
03:11:48,82
03:11:53,81
03:11:58,79
03:12:08,80
03:12:13,81
03:12:18,82
03:12:33,78
03:12:38,76
03:12:43,75
03:12:48,74
03:12:53,75
03:12:58,76
03:13:03,77
03:13:08,76
03:13:23,77
03:13:28,78
03:13:33,80
03:13:38,81
03:13:43,80
03:13:48,78
03:13:53,77
03:13:58,77
03:14:03,79
03:14:08,78
03:14:13,75
03:14:28,77
03:14:33,78
03:14:38,77
03:14:53,78
03:15:03,85
03:15:08,87
03:15:18,86
03:15:23,82
03:15:28,80
03:15:43,81
03:15:53,78
03:15:58,69
03:16:03,67
03:16:13,69
03:16:18,70
03:16:33,70
03:16:38,71
03:16:53,74
03:16:58,76
03:17:03,78
03:17:08,80
03:17:18,79
03:17:23,77
03:17:28,76
03:17:38,77
03:17:43,78
03:17:58,78
03:18:03,79
03:18:18,79
03:18:28,78
03:18:33,77
03:18:43,78
03:18:48,79
03:18:53,80
03:19:03,78
03:19:08,77
03:19:13,76
03:19:18,77
03:19:23,75
03:19:28,76
03:19:33,77
03:19:38,78
03:19:53,78
03:19:58,79
03:20:08,80
03:20:23,81
03:20:28,80
03:20:38,81
03:20:43,82
03:20:48,81
03:20:53,80
03:20:58,79
03:21:08,80
03:21:13,76
03:21:18,73
03:21:33,72
03:21:43,75
03:21:48,79
03:21:53,76
03:21:58,74
03:22:08,75
03:22:13,77
03:22:18,78
03:22:23,79
03:22:28,80
03:22:33,79
03:22:38,76
03:22:43,73
03:22:58,74
03:23:03,76
03:23:08,77
03:23:13,78
03:23:18,79
03:23:23,78
03:23:28,74
03:23:33,73
03:23:43,74
03:23:48,75
03:23:58,76
03:24:03,77
03:24:08,76
03:24:23,76
03:24:28,77
03:24:33,78
03:24:38,79
03:24:43,77
03:24:53,78
03:25:08,78
03:25:13,81
03:25:18,77
03:25:23,73
03:25:28,72
03:25:33,74
03:25:38,76
03:25:48,78
03:25:53,80
03:25:58,78
03:26:08,77
03:26:13,78
03:26:18,82
03:26:23,83
03:26:28,77
03:26:33,75
03:26:43,76
03:26:48,77
03:26:58,78
03:27:03,81
03:27:08,81
03:27:13,79
03:27:18,77
03:27:33,79
