time,value
03:27:38,77
03:27:43,74
03:27:53,75
03:27:58,76
03:28:03,77
03:28:08,78
03:28:18,80
03:28:23,77
03:28:28,76
03:28:33,77
03:28:38,78
03:28:53,79
03:28:58,81
03:29:03,78
03:29:08,77
03:29:23,78
03:29:28,80
03:29:43,81
03:29:53,79
03:29:58,79
03:30:03,80
03:30:08,81
03:30:13,82
03:30:18,81
03:30:28,82
03:30:33,81
03:30:38,79
03:30:43,77
03:30:48,78
03:30:53,79
03:31:03,78
03:31:08,79
03:31:13,80
03:31:18,78
03:31:28,80
03:31:33,80
03:31:38,79
03:31:43,77
03:31:53,80
03:31:58,79
03:32:03,76
03:32:13,77
03:32:18,80
03:32:23,81
03:32:28,79
03:32:33,78
03:32:48,78
03:33:03,77
03:33:08,76
03:33:13,75
03:33:23,76
03:33:28,77
03:33:33,77
03:33:38,78
03:33:53,78
03:33:58,79
03:34:03,81
03:34:08,87
03:34:13,86
03:34:18,77
03:34:23,71
03:34:28,68
03:34:43,69
03:34:53,71
03:34:58,73
03:35:03,76
03:35:08,75
03:35:13,72
03:35:23,71
03:35:28,72
03:35:33,73
03:35:48,74
03:35:53,78
03:35:58,77
03:36:03,77
03:36:13,76
03:36:28,76
03:36:33,77
03:36:43,73
03:36:48,70
03:36:53,74
03:36:58,76
03:37:03,75
03:37:08,76
03:37:13,77
03:37:18,79
03:37:23,78
03:37:28,76
03:37:33,75
03:37:38,74
03:37:43,75
03:37:58,75
03:38:13,78
03:38:18,76
03:38:23,72
03:38:38,72
03:38:43,73
03:38:48,75
03:39:03,76
03:39:08,77
03:39:18,76
03:39:28,76
03:39:38,78
03:39:43,79
03:39:48,78
03:39:53,74
03:39:58,71
03:40:08,70
03:40:13,72
03:40:18,74
03:40:23,73
03:40:28,74
03:40:33,76
03:40:43,75
03:40:48,73
03:40:53,73
03:40:58,72
03:41:03,71
03:41:08,70
03:41:18,72
03:41:23,71
03:41:33,72
03:41:38,73
03:41:43,77
03:41:48,78
03:41:53,77
03:41:58,75
03:42:03,74
03:42:08,76
03:42:13,77
03:42:18,75
03:42:33,75
03:42:48,75
03:42:58,77
03:43:03,79
03:43:08,78
03:43:13,76
03:43:18,73
03:43:23,74
03:43:33,75
03:43:38,77
03:43:43,78
03:43:48,76
03:43:53,73
03:43:58,72
03:44:03,73
03:44:08,74
03:44:13,75
03:44:28,73
03:44:33,70
03:44:48,72
03:44:53,73
03:44:58,75
03:45:03,76
03:45:13,75
03:45:18,74
03:45:23,75
03:45:28,74
03:45:43,73
03:45:58,74
03:46:03,75
03:46:08,76
03:46:18,77
03:46:28,76
03:46:33,75
03:46:48,74
03:46:58,73
03:47:08,74
03:47:13,76
03:47:18,76
03:47:33,75
03:47:38,74
03:47:48,75
03:47:58,76
03:48:03,77
03:48:08,78
03:48:13,74
03:48:18,72
03:48:23,70
03:48:33,72
03:48:38,73
03:48:43,74
03:48:53,75
03:48:58,76
03:49:03,76
03:49:08,75
03:49:13,73
03:49:18,72
03:49:23,73
03:49:28,74
03:49:33,75
03:49:38,76
03:49:48,75
03:50:03,73
03:50:18,73
03:50:23,74
03:50:28,73
03:50:43,73
03:50:48,74
03:50:58,75
03:51:03,73
03:51:13,75
03:51:23,73
03:51:28,73
03:51:33,72
03:51:38,70
03:51:48,71
03:51:53,73
03:52:03,74
03:52:08,75
03:52:13,74
03:52:18,72
03:52:28,71
03:52:33,70
03:52:38,71
03:52:43,73
03:52:48,74
03:52:53,75
03:53:08,78
03:53:18,75
03:53:23,71
03:53:38,70
03:53:48,69
03:53:53,69
03:53:58,70
03:54:03,72
03:54:08,74
03:54:13,75
03:54:28,75
03:54:38,74
03:54:43,71
03:54:48,70
03:54:53,69
03:54:58,70
03:55:03,72
03:55:08,74
03:55:18,73
03:55:23,72
03:55:38,73
03:55:53,72
03:56:03,73
03:56:08,72
03:56:18,73
03:56:28,74
03:56:33,75
03:56:38,73
03:56:48,73
03:56:53,74
03:57:08,73
03:57:13,74
03:57:18,75
03:57:23,73
03:57:33,74
03:57:48,75
03:57:53,74
03:57:58,73
03:58:08,74
03:58:13,75
03:58:18,76
03:58:23,75
03:58:28,74
03:58:33,73
03:58:38,72
03:58:48,71
03:58:53,73
03:58:58,74
03:59:13,73
03:59:23,74
03:59:33,76
03:59:38,81
03:59:43,82
03:59:48,77
03:59:53,74
04:00:08,75
04:00:23,75
04:00:28,77
04:00:33,82
04:00:38,84
04:00:43,85
04:00:48,85
04:00:53,86
04:01:03,86
04:01:08,87
04:01:18,88
04:01:33,88
04:01:48,87
04:02:03,87
04:02:13,88
04:02:18,89
04:02:28,90
04:02:43,90
04:02:48,91
04:02:53,93
04:02:58,96
04:03:13,96
04:03:18,95
04:03:28,93
04:03:33,91
04:03:38,82
04:03:43,78
04:03:53,78
04:03:58,79
04:04:03,85
04:04:08,88
04:04:13,86
04:04:28,78
04:04:33,73
04:04:38,74
04:04:43,77
04:04:48,81
04:04:53,78
04:04:58,75
04:05:03,76
04:05:08,77
04:05:18,76
04:05:23,77
04:05:38,79
04:05:43,81
04:05:48,82
04:05:53,83
04:05:58,82
04:06:08,81
04:06:13,82
04:06:18,80
04:06:33,78
04:06:38,77
04:06:43,75
04:06:48,77
04:06:53,78
04:07:03,77
04:07:08,77
04:07:13,78
04:07:18,77
04:07:23,78
04:07:28,80
04:07:38,79
04:07:43,78
04:07:48,77
04:07:58,78
04:08:03,79
04:08:08,80
04:08:13,82
04:08:23,77
04:08:28,76
04:08:33,77
04:08:48,77
04:08:58,78
04:09:08,79
04:09:13,81
04:09:18,82
04:09:23,81
04:09:28,80
04:09:38,81
04:09:43,80
04:09:48,79
04:09:53,80
04:10:08,80
04:10:13,81
04:10:18,83
04:10:23,84
04:10:38,84
04:10:43,85
04:10:48,84
04:10:53,79
04:10:58,75
04:11:03,74
04:11:18,75
04:11:23,76
04:11:28,81
04:11:33,83
04:11:43,79
04:11:48,77
04:11:58,74
04:12:08,74
04:12:13,73
04:12:18,72
04:12:33,72
04:12:48,73
04:12:53,73
04:12:58,71
04:13:08,72
04:13:13,73
04:13:23,75
04:13:28,78
04:13:33,81
04:13:38,78
04:13:43,73
04:13:48,71
04:13:53,72
04:13:58,73
04:14:03,71
04:14:13,74
04:14:18,76
04:14:23,77
04:14:28,78
04:14:33,79
04:14:48,81
04:14:58,78
04:15:03,77
04:15:18,78
04:15:23,79
04:15:28,80
04:15:33,79
04:15:38,77
04:15:53,77
04:15:58,78
04:16:03,77
04:16:08,78
04:16:13,79
04:16:18,80
04:16:23,79
04:16:28,77
04:16:33,76
04:16:48,76
04:16:53,77
04:16:58,79
04:17:03,80
04:17:13,79
04:17:18,77
04:17:33,78
04:17:38,79
04:17:43,78
04:17:58,78
04:18:08,77
04:18:13,78
04:18:28,79
04:18:38,80
04:18:43,79
04:18:53,81
04:18:58,79
04:19:03,74
04:19:08,73
04:19:18,75
04:19:28,76
04:19:33,78
04:19:38,79
04:19:43,80
04:19:48,81
04:19:53,80
04:19:58,79
04:20:08,80
04:20:13,79
04:20:18,78
04:20:28,77
04:20:33,78
04:20:43,75
04:20:48,76
04:20:58,77
04:21:03,79
04:21:08,78
04:21:18,75
04:21:23,73
04:21:28,75
04:21:33,77
04:21:38,78
04:21:48,79
04:21:58,78
04:22:08,79
04:22:23,79
04:22:28,80
04:22:33,81
04:22:38,82
04:22:48,81
04:22:53,80
04:23:03,79
04:23:08,79
04:23:13,78
04:23:18,76
04:23:33,75
04:23:38,71
04:23:43,72
04:23:48,74
04:23:53,77
04:24:03,73
04:24:08,71
04:24:13,72
04:24:18,74
04:24:23,77
04:24:28,78
04:24:43,78
04:24:48,79
04:24:53,77
04:25:03,76
04:25:13,77
04:25:18,78
04:25:23,77
04:25:28,75
04:25:43,77
04:25:48,74
04:25:53,75
04:25:58,76
04:26:03,77
04:26:08,78
04:26:18,76
04:26:28,77
04:26:38,78
04:26:48,79
04:26:53,80
04:26:58,81
04:27:03,83
04:27:08,82
04:27:13,81
04:27:28,81
04:27:33,81
04:27:38,79
04:27:43,75
04:27:58,77
04:28:03,73
04:28:08,71
04:28:13,73
04:28:18,74
04:28:23,76
04:28:28,77
04:28:38,78
04:28:48,77
04:29:03,78
04:29:08,80
04:29:13,81
04:29:28,81
04:29:33,82
04:29:38,83
04:29:43,82
04:29:53,81
04:29:58,80
04:30:13,80
04:30:28,80
04:30:38,79
04:30:53,79
04:30:58,78
04:31:03,77
04:31:13,78
04:31:23,77
04:31:28,75
04:31:33,76
04:31:38,76
04:31:43,77
04:31:48,73
04:31:53,71
04:31:58,72
04:32:03,74
04:32:08,76
04:32:13,77
04:32:18,78
04:32:28,77
04:32:33,76
04:32:38,77
04:32:43,78
04:32:48,77
04:32:53,76
04:32:58,77
04:33:03,78
04:33:18,78
04:33:23,80
04:33:28,81
04:33:43,80
04:33:48,73
04:33:53,70
04:33:58,69
04:34:03,70
04:34:08,72
04:34:13,74
04:34:18,76
04:34:23,77
04:34:28,78
04:34:33,77
04:34:38,76
04:34:43,75
04:34:53,76
04:34:58,77
04:35:03,76
04:35:08,75
04:35:13,74
04:35:18,73
04:35:23,73
04:35:33,75
04:35:38,77
04:35:53,78
04:36:08,78
04:36:13,77
04:36:23,76
04:36:33,75
04:36:48,76
04:37:03,76
04:37:18,78
04:37:28,76
04:37:33,75
04:37:38,76
04:37:43,75
04:37:58,75
04:38:03,77
04:38:08,76
04:38:13,75
04:38:18,76
04:38:23,77
04:38:33,78
04:38:38,77
04:38:43,76
04:38:53,75
04:39:08,76
04:39:13,77
04:39:18,78
04:39:23,77
04:39:28,76
04:39:33,75
04:39:48,75
04:39:58,76
04:40:03,77
04:40:18,77
04:40:28,78
04:40:43,78
04:40:48,77
04:41:03,76
04:41:13,75
04:41:28,76
04:41:33,74
04:41:48,74
04:42:03,75
04:42:13,76
04:42:18,77
04:42:33,77
04:42:48,77
04:43:03,77
04:43:18,76
04:43:33,76
04:43:38,75
04:43:53,76
04:44:03,75
04:44:08,74
04:44:23,74
04:44:38,74
04:44:43,75
04:44:58,73
04:45:03,71
04:45:18,72
04:45:23,74
04:45:28,75
04:45:38,74
04:45:48,75
04:45:53,74
04:45:58,75
04:46:03,76
04:46:08,77
04:46:13,78
04:46:18,79
04:46:23,75
04:46:28,72
04:46:33,70
04:46:48,71
04:46:53,73
04:46:58,74
04:47:13,74
04:47:18,76
04:47:23,77
04:47:28,78
04:47:33,78
04:47:48,78
04:48:03,78
04:48:08,83
04:48:13,84
04:48:18,81
04:48:23,76
04:48:28,75
04:48:38,74
04:48:53,74
04:49:08,76
04:49:13,82
04:49:18,78
04:49:23,74
04:49:33,76
04:49:38,80
04:49:43,81
04:49:48,80
04:49:53,73
04:49:58,71
04:50:08,73
04:50:13,75
04:50:23,74
04:50:38,75
04:50:43,76
04:50:48,75
04:51:03,74
04:51:08,72
04:51:18,74
04:51:23,77
04:51:28,81
04:51:33,82
04:51:38,83
04:51:43,84
04:51:48,77
04:51:53,73
04:51:58,70
04:52:03,69
04:52:13,70
04:52:18,71
04:52:28,69
04:52:38,71
04:52:43,73
04:52:58,73
04:53:08,74
04:53:13,75
04:53:28,73
04:53:33,69
04:53:38,68
04:53:48,70
04:53:53,72
04:53:58,73
04:54:03,72
04:54:18,72
04:54:23,72
04:54:28,73
04:54:38,74
04:54:48,73
04:54:58,73
04:55:08,72
04:55:13,70
04:55:18,70
04:55:28,69
04:55:38,70
04:55:53,71
04:55:58,72
04:56:03,73
04:56:08,72
04:56:13,71
04:56:23,72
04:56:28,74
04:56:43,72
04:56:48,71
04:57:03,71
04:57:08,70
04:57:13,68
04:57:18,69
04:57:28,68
04:57:33,70
04:57:38,72
04:57:43,73
04:57:48,74
04:58:03,74
04:58:08,73
04:58:13,74
04:58:28,74
04:58:33,73
04:58:38,72
04:58:48,71
04:58:58,72
04:59:08,73
04:59:13,74
04:59:28,75
04:59:38,74
04:59:53,72
05:00:03,71
05:00:08,70
05:00:13,69
05:00:18,67
05:00:33,68
05:00:38,71
05:00:43,75
05:00:53,70
05:00:58,69
05:01:03,68
05:01:13,69
05:01:23,72
05:01:28,70
05:01:33,68
05:01:38,67
05:01:43,66
05:01:53,68
05:01:58,70
05:02:03,74
05:02:08,76
05:02:13,73
05:02:18,69
05:02:23,68
05:02:28,70
05:02:33,69
05:02:38,68
05:02:53,68
05:02:58,69
05:03:03,71
05:03:13,72
05:03:18,74
05:03:23,76
05:03:28,75
05:03:33,72
05:03:38,71
05:03:48,72
05:03:53,74
05:03:58,76
05:04:03,74
05:04:08,71
05:04:13,69
05:04:23,71
05:04:28,70
05:04:33,67
05:04:43,69
05:04:48,74
05:04:53,77
05:04:58,76
05:05:03,74
05:05:08,71
05:05:13,70
05:05:18,69
05:05:33,70
05:05:38,73
05:05:43,76
05:05:48,72
05:05:53,68
05:06:08,69
05:06:13,71
05:06:18,72
05:06:23,73
05:06:28,74
05:06:38,75
05:06:43,75
05:06:48,73
05:06:53,72
05:07:08,75
05:07:13,76
05:07:18,75
05:07:23,71
05:07:28,70
05:07:33,71
05:07:43,72
05:07:53,74
05:07:58,75
05:08:03,72
05:08:08,69
05:08:13,70
05:08:18,71
05:08:33,71
05:08:38,72
05:08:48,73
05:08:53,74
05:08:58,76
05:09:08,74
05:09:18,76
05:09:23,74
05:09:28,71
05:09:33,69
05:09:38,70
05:09:43,71
05:09:53,72
05:10:03,73
05:10:08,72
05:10:13,72
05:10:23,73
05:10:28,74
05:10:43,81
05:10:48,80
05:10:53,75
05:10:58,70
05:11:03,68
05:11:08,68
05:11:18,67
05:11:23,66
05:11:28,65
05:11:38,67
05:11:43,69
05:11:48,69
05:12:03,68
05:12:08,67
05:12:23,67
05:12:38,67
05:12:53,67
05:13:03,69
05:13:08,67
05:13:13,66
05:13:28,69
05:13:33,71
05:13:43,72
05:13:48,71
05:13:53,70
05:13:58,68
05:14:03,67
05:14:13,68
05:14:23,68
05:14:33,69
05:14:48,70
05:14:53,70
05:15:03,71
05:15:08,70
05:15:13,69
05:15:18,70
05:15:28,71
05:15:33,72
05:15:48,69
05:16:03,71
05:16:08,72
05:16:13,71
05:16:18,70
05:16:33,70
05:16:38,67
05:16:43,66
05:16:53,64
05:16:58,63
05:17:03,62
05:17:08,60
05:17:13,60
05:17:18,64
05:17:23,65
05:17:28,64
05:17:33,67
05:17:38,69
05:17:43,68
05:17:53,69
05:17:58,70
05:18:03,69
05:18:08,66
05:18:23,68
05:18:28,72
05:18:33,74
05:18:43,73
05:18:48,72
05:18:53,71
05:19:03,70
05:19:13,71
05:19:18,70
05:19:23,69
05:19:28,71
05:19:33,72
05:19:38,73
05:19:43,72
05:19:48,68
05:19:53,66
05:19:58,65
05:20:03,66
05:20:08,69
05:20:13,70
05:20:18,71
05:20:33,71
05:20:38,71
05:20:43,72
05:20:53,71
05:21:08,82
05:21:13,84
05:21:18,86
05:21:33,86
05:21:43,85
05:21:48,84
05:21:53,82
05:21:58,75
05:22:03,73
05:22:13,75
05:22:18,76
05:22:28,77
05:22:38,75
05:22:43,70
05:22:48,69
05:22:53,70
05:23:03,71
05:23:08,73
05:23:13,75
05:23:18,77
05:23:23,76
05:23:28,76
05:23:38,74
05:23:43,71
05:23:48,69
05:23:58,70
05:24:03,71
05:24:08,73
05:24:13,75
05:24:18,76
05:24:33,76
05:24:38,75
05:24:43,74
05:24:53,75
05:24:58,76
05:25:13,78
05:25:18,81
05:25:23,80
05:25:28,78
05:25:33,75
05:25:38,72
05:25:43,74
05:25:48,75
05:25:53,76
05:25:58,77
05:26:03,78
05:26:08,80
05:26:13,76
05:26:18,74
05:26:23,76
05:26:28,77
05:26:43,78
05:26:53,80
05:27:03,77
05:27:08,74
05:27:13,75
05:27:23,76
05:27:28,75
05:27:33,74
05:27:38,75
05:27:43,76
05:27:53,77
05:27:58,74
05:28:03,73
05:28:13,74
05:28:18,75
05:28:23,76
05:28:38,75
05:28:43,74
05:28:58,78
05:29:03,78
05:29:08,75
05:29:13,75
05:29:23,73
05:29:28,74
05:29:33,77
05:29:38,76
05:29:43,74
05:29:48,70
05:29:58,72
05:30:03,74
05:30:08,75
05:30:18,76
05:30:23,74
05:30:28,73
05:30:43,75
05:30:58,76
05:31:08,77
05:31:13,76
05:31:18,74
05:31:28,76
05:31:33,77
05:31:43,78
05:31:48,76
05:31:53,75
05:32:03,74
05:32:08,75
05:32:13,77
05:32:18,77
05:32:23,76
05:32:28,74
05:32:33,73
05:32:43,75
05:32:48,77
05:32:53,78
05:32:58,79
05:33:08,78
05:33:18,77
05:33:23,76
05:33:33,77
05:33:48,77
05:33:53,78
05:33:58,77
05:34:03,74
05:34:13,75
05:34:18,78
05:34:23,77
05:34:28,76
05:34:33,74
05:34:38,73
05:34:48,74
05:34:53,75
05:34:58,75
05:35:03,76
05:35:08,75
05:35:18,75
05:35:23,75
05:35:28,72
05:35:38,75
05:35:43,76
05:35:48,77
05:35:53,78
05:35:58,75
05:36:03,73
05:36:08,72
05:36:13,73
05:36:18,74
05:36:23,77
05:36:33,76
05:36:38,74
05:36:43,72
05:36:48,71
05:36:53,72
05:36:58,73
05:37:03,72
05:37:13,73
05:37:18,74
05:37:33,74
05:37:38,75
05:37:48,73
05:37:53,70
05:37:58,69
05:38:08,73
05:38:13,76
05:38:18,75
05:38:23,74
05:38:38,75
05:38:43,76
05:38:48,75
05:38:53,74
05:38:58,71
05:39:08,74
05:39:23,73
05:39:28,72
05:39:33,74
05:39:43,71
05:39:48,70
05:39:53,69
05:40:03,73
05:40:08,74
05:40:13,73
05:40:18,71
05:40:23,72
05:40:28,73
05:40:43,72
05:40:48,74
05:40:53,76
05:41:03,75
05:41:18,74
05:41:33,74
05:41:38,74
05:41:43,75
05:41:53,76
05:41:58,78
05:42:03,77
05:42:08,76
05:42:13,73
05:42:18,72
05:42:23,70
05:42:28,68
05:42:33,67
05:42:38,68
05:42:43,70
05:42:48,73
05:42:58,74
05:43:03,74
05:43:08,73
05:43:23,74
05:43:33,75
05:43:38,76
05:43:48,75
05:44:03,76
05:44:13,76
05:44:23,73
05:44:28,71
05:44:33,70
05:44:38,71
05:44:43,72
05:44:58,74
05:45:03,74
05:45:08,73
05:45:18,72
05:45:23,72
05:45:28,73
05:45:43,73
05:45:53,74
05:46:03,76
05:46:08,82
05:46:13,82
05:46:18,78
05:46:23,72
05:46:28,69
05:46:33,68
05:46:43,67
05:46:48,65
05:46:53,66
05:47:03,67
05:47:08,66
05:47:23,67
05:47:28,69
05:47:43,68
05:47:48,67
05:47:58,66
05:48:13,66
05:48:18,67
05:48:28,69
05:48:33,70
05:48:48,71
05:48:53,72
05:48:58,69
05:49:03,68
05:49:08,65
05:49:13,68
05:49:18,75
05:49:23,77
05:49:28,76
05:49:33,75
05:49:38,71
05:49:43,67
05:49:48,66
05:49:58,68
05:50:03,70
05:50:08,72
05:50:23,69
05:50:28,68
05:50:33,68
05:50:38,66
05:50:43,65
05:50:48,67
05:50:53,70
05:50:58,76
05:51:03,73
05:51:08,68
05:51:13,65
05:51:23,64
05:51:28,65
05:51:33,64
05:51:48,65
05:51:53,66
05:51:58,66
05:52:03,65
05:52:08,62
05:52:13,60
05:52:18,62
05:52:23,65
05:52:38,66
05:52:43,68
05:52:53,67
05:52:58,66
05:53:03,65
05:53:18,65
05:53:23,64
05:53:38,65
05:53:43,68
05:53:48,69
05:53:58,68
05:54:03,67
05:54:08,66
05:54:13,65
05:54:18,63
05:54:23,65
05:54:28,65
05:54:38,67
05:54:43,70
05:54:48,71
05:54:53,72
05:55:08,71
05:55:13,70
05:55:18,68
05:55:23,66
05:55:28,65
05:55:43,65
05:55:48,66
05:55:53,68
05:56:03,66
05:56:08,65
05:56:18,64
05:56:28,65
05:56:43,65
05:56:48,66
05:56:53,67
05:57:08,66
05:57:13,65
05:57:23,67
05:57:28,69
05:57:33,69
05:57:38,68
05:57:48,67
05:57:53,66
05:58:03,66
05:58:08,67
05:58:23,67
05:58:28,65
05:58:33,64
05:58:38,64
05:58:43,65
05:58:48,67
05:58:53,68
05:58:58,67
05:59:03,66
05:59:08,65
05:59:13,65
05:59:28,65
05:59:33,67
05:59:38,71
05:59:43,72
05:59:48,73
06:00:03,73
06:00:13,72
06:00:18,73
06:00:23,72
06:00:28,72
06:00:33,74
06:00:38,75
06:00:43,76
06:00:48,77
06:00:58,77
06:01:03,76
06:01:08,75
06:01:13,73
06:01:18,72
06:01:28,73
06:01:43,73
06:01:48,74
06:02:03,75
06:02:08,76
06:02:13,77
06:02:18,78
06:02:23,79
06:02:33,80
06:02:38,81
06:02:43,82
06:02:58,83
06:03:03,87
06:03:08,86
06:03:13,79
06:03:18,73
06:03:23,72
06:03:28,71
06:03:33,70
06:03:38,69
06:03:43,70
06:03:48,71
06:03:53,72
06:03:58,75
06:04:03,78
06:04:08,79
06:04:13,74
06:04:18,73
06:04:23,72
06:04:38,72
06:04:43,73
06:04:48,77
06:04:58,76
06:05:13,77
06:05:18,78
06:05:23,79
06:05:33,80
06:05:38,81
06:05:48,83
06:05:58,80
06:06:03,73
06:06:08,69
06:06:13,68
06:06:23,69
06:06:28,71
06:06:33,74
06:06:48,75
06:06:58,74
06:07:03,70
06:07:08,67
06:07:18,68
06:07:23,71
06:07:28,72
06:07:33,73
06:07:38,72
06:07:43,74
06:07:48,80
06:07:58,74
06:08:03,70
06:08:08,69
06:08:18,68
06:08:28,69
06:08:33,70
06:08:38,72
06:08:43,75
06:08:48,76
06:08:53,77
06:09:08,79
06:09:13,79
06:09:18,78
06:09:33,79
06:09:38,78
06:09:43,75
06:09:48,72
06:09:53,69
06:09:58,70
06:10:03,69
06:10:08,66
06:10:18,68
06:10:23,71
06:10:28,74
06:10:38,72
06:10:43,69
06:10:53,68
06:10:58,70
06:11:03,75
06:11:08,77
06:11:18,75
06:11:23,72
06:11:28,73
06:11:33,74
06:11:38,75
06:11:43,74
06:11:53,73
06:12:03,75
06:12:08,78
06:12:18,76
06:12:23,74
06:12:28,73
06:12:33,74
06:12:48,72
06:12:58,73
06:13:03,75
06:13:13,74
06:13:23,72
06:13:28,71
06:13:33,72
06:13:38,73
06:13:43,72
06:13:53,71
06:13:58,72
06:14:03,73
06:14:18,72
06:14:23,71
06:14:33,72
06:14:38,73
06:14:43,74
06:14:48,73
06:14:53,72
06:14:58,71
06:15:13,70
06:15:18,70
06:15:28,71
06:15:33,69
06:15:38,69
06:15:53,69
06:15:58,69
06:16:08,72
06:16:13,70
06:16:18,68
06:16:33,66
06:16:38,67
06:16:53,68
06:17:03,67
06:17:08,66
06:17:13,68
06:17:18,66
06:17:28,65
06:17:33,66
06:17:38,67
06:17:43,66
06:17:53,67
06:17:58,69
06:18:08,70
06:18:18,70
06:18:28,67
06:18:38,66
06:18:53,66
06:18:58,64
06:19:03,63
06:19:13,64
06:19:18,66
06:19:28,65
06:19:33,66
06:19:38,67
06:19:43,70
06:19:48,71
06:20:03,69
06:20:08,65
06:20:13,64
06:20:23,65
06:20:28,67
06:20:33,69
06:20:38,67
06:20:43,65
06:20:48,67
06:20:53,68
06:21:03,67
06:21:08,66
06:21:18,68
06:21:23,72
06:21:28,73
06:21:33,71
06:21:38,68
06:21:43,67
06:21:58,68
06:22:03,69
06:22:18,69
06:22:23,67
06:22:28,67
06:22:33,68
06:22:38,69
06:22:43,70
06:22:48,72
06:22:58,73
06:23:03,74
06:23:18,74
06:23:23,73
06:23:28,74
06:23:33,74
06:23:38,75
06:23:48,73
06:23:53,67
06:24:03,68
06:24:18,68
06:24:23,69
06:24:33,70
06:24:38,68
06:24:43,66
06:24:53,68
06:24:58,69
06:25:08,70
06:25:13,71
06:25:18,70
06:25:23,69
06:25:28,69
06:25:33,71
06:25:38,71
06:25:53,72
06:26:03,68
06:26:18,68
06:26:23,67
06:26:38,68
06:26:43,67
06:26:48,68
06:27:03,69
06:27:08,68
06:27:13,67
06:27:18,68
06:27:33,69
06:27:38,68
06:27:43,69
06:27:48,71
06:27:53,70
06:27:58,71
06:28:08,70
06:28:18,71
06:28:23,70
06:28:28,69
06:28:38,70
06:28:43,71
06:28:48,72
06:28:53,71
06:29:08,71
06:29:13,71
06:29:18,72
06:29:23,71
06:29:28,71
06:29:43,71
06:29:48,72
06:29:53,70
06:29:58,68
06:30:03,66
06:30:08,65
06:30:18,66
06:30:23,67
06:30:28,67
06:30:38,68
06:30:48,69
06:30:58,67
06:31:03,69
06:31:08,70
06:31:23,70
06:31:28,68
06:31:33,67
06:31:38,66
06:31:43,65
06:31:48,65
06:32:03,67
06:32:08,68
06:32:23,68
06:32:28,67
06:32:33,63
06:32:48,64
06:32:58,66
06:33:03,67
06:33:08,69
06:33:13,71
06:33:18,73
06:33:23,74
06:33:28,75
06:33:43,74
06:33:53,73
06:33:58,72
06:34:03,73
06:34:08,74
06:34:13,73
06:34:18,72
06:34:23,70
06:34:28,69
06:34:33,70
06:34:38,72
06:34:43,73
06:34:48,72
06:34:58,71
06:35:03,70
06:35:18,70
06:35:28,72
06:35:33,71
06:35:43,71
06:35:48,70
06:35:58,69
06:36:13,67
06:36:18,67
06:36:33,67
06:36:48,69
06:36:53,71
06:36:58,72
06:37:03,71
06:37:08,70
06:37:13,68
06:37:28,68
06:37:33,69
06:37:38,67
06:37:43,69
06:37:48,71
06:37:53,72
06:38:03,71
06:38:08,69
06:38:18,69
06:38:23,70
06:38:28,69
06:38:33,69
06:38:38,70
06:38:43,71
06:38:48,73
06:38:53,74
06:38:58,75
06:39:13,74
06:39:18,71
06:39:23,68
06:39:28,66
06:39:33,65
06:39:43,64
06:39:53,66
06:39:58,67
06:40:03,69
06:40:08,67
06:40:13,65
06:40:28,67
06:40:33,69
06:40:38,70
06:40:48,73
06:40:53,71
06:40:58,70
06:41:03,71
06:41:18,72
06:41:23,72
06:41:33,71
06:41:38,72
06:41:48,73
06:41:53,72
06:41:58,72
06:42:03,71
06:42:13,70
06:42:23,71
06:42:33,73
06:42:38,75
06:42:53,75
06:43:08,74
06:43:13,73
06:43:18,72
06:43:33,72
06:43:48,72
06:44:03,72
06:44:08,74
06:44:13,83
06:44:18,81
06:44:23,75
06:44:28,70
06:44:33,67
06:44:38,66
06:44:43,64
06:44:48,63
06:45:03,64
06:45:08,67
06:45:18,68
06:45:33,67
06:45:38,68
06:45:43,69
06:45:53,68
06:45:58,70
06:46:03,71
06:46:18,71
06:46:23,72
06:46:28,70
06:46:33,71
06:46:38,72
06:46:43,74
06:46:48,76
06:46:53,75
06:46:58,72
06:47:08,76
06:47:13,76
06:47:18,73
06:47:23,69
06:47:28,67
06:47:33,66
06:47:38,67
06:47:43,68
06:47:53,69
06:48:03,68
06:48:08,67
06:48:13,68
06:48:18,69
06:48:23,69
06:48:28,70
06:48:33,71
06:48:43,70
06:48:48,69
06:49:03,66
06:49:13,67
06:49:23,66
06:49:38,68
06:49:43,70
06:49:48,71
06:49:53,72
06:50:03,71
06:50:13,72
06:50:18,70
06:50:23,68
06:50:33,69
06:50:38,70
06:50:48,72
06:50:53,75
06:50:58,76
06:51:03,73
06:51:08,71
06:51:13,70
06:51:18,69
06:51:28,70
06:51:33,71
06:51:38,71
06:51:43,70
06:51:58,70
06:52:03,71
06:52:13,72
06:52:23,71
06:52:33,72
06:52:48,69
06:52:53,67
06:52:58,66
06:53:13,66
06:53:18,68
06:53:23,71
06:53:28,68
06:53:33,69
06:53:38,68
06:53:48,67
06:53:53,68
06:53:58,69
06:54:08,70
06:54:13,71
06:54:18,70
06:54:23,71
06:54:28,70
06:54:33,68
06:54:38,67
06:54:43,66
06:54:48,66
06:54:53,67
06:54:58,70
06:55:03,73
06:55:13,71
06:55:18,70
06:55:23,69
06:55:33,72
06:55:38,74
06:55:43,73
06:55:48,71
06:55:53,68
06:56:08,68
06:56:18,68
06:56:33,68
06:56:38,69
06:56:43,73
